split_blocking_group_id,benchmark_positive_herb_ids,benchmark_context_only_herb_ids,benchmark_ineligible_herb_ids,positive_member_count,context_only_member_count,mixed_positive_context_group,compound_context_present_member_count,future_context_closure_rule,training_graph_implication,validation_graph_implication,test_graph_implication
HBG_f2c821eb8699,H0674;H0675;H0676;H0678,,,4,0,False,4,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_f2fe7117849d,H0796;H0799;H0800,,,3,0,False,3,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_f3165ab95bee,,H0258,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_f3383250f4a2,H0737,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_f3f13e6e1be1,H0643,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_f40f1a788222,,H0151,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_f4567da904dc,H0793,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_f4b2ad141283,H1216,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_f4bf38e339de,,H0075,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_f4d16e1d45b9,,H0248,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_f4d8dce6e702,H0630,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_f57e849cee44,,H0029,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_f5d3ff285109,H0732,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_f5d4d1d65c57,H1197,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_f5e6c4e1d4f0,H1159,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_f5e94faafa1b,,H0313,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_f6209911ce1f,H0617,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_f656f12978f8,,H0409,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_f67555fc162e,,H0303,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_f67dca31411d,H0885,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_f6c7bb006334,,H0368,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_f6d1d4899699,H0935,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
